raw_material,submitted_taxon,wd_taxon_id,organ,broad_organ,tissue,subsystem
KPP072,Datura metel,Q715019,,,,
KPP065,Melia azedarach,Q162171,,,,
KPP010,Artemisia capillaris,Q5763748,,,,
KPP022,Arctium lappa,Q26932,,,,
KPP004,Pyrola japonica,Q11086771,,,,
KPP008,Hemerocallis minor,Q5221108,,,,
KPP020,Eupatorium fortunei,Q15588162,,,,
KPP026,Campsis grandiflora,Q1192466,,,,
KPP045,Silene firma,Q10928657,,,,
KPP012,Saururus chinensis,Q10545549,,,,
KPP038,Hylotelephium erythrostictum,Q7445423,,,,
KPP046,Geranium thunbergii,Q5236828,,,,
KPP063,Fallopia multiflora,Q1802551,,,,
KPP015,Aconitum ciliare,,,,,
KPP006,Phytolacca acinosa,Q1569312,,,,
KPP011,Hibiscus syriacus,Q157756,,,,
KPP014,Peucedanum japonicum,Q11086266,,,,
KPP016,Euphorbia pekinensis,Q1153181,,,,
KPP021,Picrasma quassioides,Q855778,,,,
KPP005,Cremastra appendiculata,Q5978345,,,,
KPP031,Ginkgo biloba,Q43284,,,,
KPP064,Platycodon grandiflorus,Q805322,,,,
KPP067,Digitalis purpurea,Q157555,,,,
KPP007,Bistorta manshuriensis,Q16842495,,,,
KPP009,lantago asiatica,Q1193995,,,,
KPP027,Lycopodium clavatum,Q466426,,,,
KPP088,Pulsatilla cernua,Q287809,,,,
KPP002,Equisetum hyemale,Q263881,,,,
KPP001,Aralia continentalis,Q4068484,,,,
KPP018,Chrysanthemum zawadskii var. latilobum,,,,,
KPP025,Nuphar japonica,Q149773,,,,
KPP028,Rosa rugosa,Q634975,,,,
KPP051,Bletilla striata,Q159003,,,,
KPP003,Valeriana fauriei,Q11272377,,,,
KPP037,Juncus decipiens,Q15505616,,,,
KPP053,Chrysanthemum x morifolium,,,,,
KPP013,Sigesbeckia pubescens,Q5762824,,,,
KPP017,Artemisia gmelinii,Q1532907,,,,
KPP033,Solanum americanum,Q2729601,,,,
KPP023,Fritillaria thunbergii,Q11148917,,,,
KPP043,Castanea crenata,Q717827,,,,
KPP079,Polygala tenuifolia,Q1043050,,,,
KPP084,Trachelospermum asiaticum,Q11238988,,,,
KPP093,Triticum aestivum,Q161098,,,,
KPP019,Lophatherum gracile,Q5702352,,,,
KPP042,Boehmeria nivea,Q750467,,,,
KPP095,Crataegus pinnatifida,Q1141735,,,,
KPP099,Rehmannia glutinosa,Q1071605,,,,
KPP024,Platycladus orientalis,Q33482,,,,
KPP034,Zostera marina,Q21128,,,,
KPP048,Orobanche coerulescens,Q160895,,,,
KPP068,Lobelia chinensis,Q3268084,,,,
KPP070,Nelumbo nucifera,Q16528,,,,
KPP078,Ostericum grosseserratum,Q17134247,,,,
KPP032,Juglans regia,Q46871,,,,
KPP054,Ziziphus jujuba,Q11181633,,,,
KPP030,Ailanthus altissima,Q159570,,,,
KPP047,Viola mandshurica,Q5369958,,,,
KPP055,Agastache rugosa,Q1195985,,,,
KPP049,Tamarix chinensis,Q6825364,,,,
KPP089,Stemona japonica,Q15231169,,,,
KPP036,Magnolia obovata,Q2386378,,,,
KPP040,Capsicum annuum,Q1380,,,,
KPP077,Chrysanthemum indicum,Q4157858,,,,
KPP080,Dianthus chinensis,Q159013,,,,
KPP086,Cannabis sativa,Q26726,,,,
KPP039,Adenophora remotiflora,Q5964772,,,,
KPP041,Sambucus williamsii,Q3470725,,,,
KPP074,Artemisia princeps,Q1076280,,,,
KPP083,Citrus reticulata,Q125337,,,,
KPP044,Chelidonium majus subsp. asiaticum,Q49623096,,,,
KPP098,Dalbergia odorifera,Q3012291,,,,
KPP052,Alcea rosea,Q27682,,,,
KPP050,Ginkgo biloba,Q43284,,,,
KPP060,Cirsium arvense,Q341600,,,,
KPP056,Trichosanthes kirilowii,Q847006,,,,
KPP062,Allium cepa,Q23485,,,,
KPP059,Allium sativum,Q23400,,,,
KPP061,Punica granatum,Q13188,,,,
KPP071,Oryza sativa,Q161426,,,,
KPP073,Morus alba,Q157307,,,,
KPP057,Angelica dahurica,Q847098,,,,
KPP069,Nelumbo nucifera,Q16528,,,,
KPP082,Citrus reticulata,Q125337,,,,
KPP090,Tribulus terrestris,Q235889,,,,
KPP058,Cocculus orbiculatus,Q15283564,,,,
KPP066,Zingiber officinale,Q35625,,,,
KPP081,Euonymus alatus,Q160578,,,,
KPP096,Pueraria montana var. lobata,Q15198502,,,,
KPP085,Phragmites australis,Q28557,,,,
KPP087,Fraxinus chinensis subsp. rhynchophylla,Q24877905,,,,
KPP092,Curcuma zedoaria,Q206733,,,,
KPP100,Sophora flavescens,Q31795573,,,,
KPP094,Combretum indicum,Q1062389,,,,
KPP097,Euphorbia kansui,Q15232469,,,,
KPP029,Viscum coloratum,Q15356924,,,,
KPP075,Humulus scandens,Q15540069,,,,
KPP035,Scopolia japonica,Q869524,,,,
KPP076,Pueraria montana var. lobata,Q15198502,,,,
KPP091,Lablab purpureus,Q1077410,,,,
KPP104,Rhaponticum uniflorum,Q24851401,,,,
KPP197,Inula helenium,Q697416,,,,
KPP116,Syzygium aromaticum,Q26736,,,,
KPP130,Linum usitatissimum,Q45108,,,,
KPP138,Myristica fragrans,Q2724976,,,,
KPP142,Broussonetia papyrifera,Q389185,,,,
KPP160,Albizia julibrissin,Q750307,,,,
KPP178,Oldenlandia diffusa,Q13113569,,,,
KPP184,Zea mays,Q11575,,,,
KPP199,Cuscuta chinensis,Q5366185,,,,
KPP113,Prunus humilis,Q3408641,,,,
KPP141,Aster tataricus,Q189368,,,,
KPP145,Gleditsia japonica,Q855963,,,,
KPP173,Benincasa hispida,Q652206,,,,
KPP127,Adenophora triphylla,Q15544951,,,,
KPP170,Piper nigrum,Q43084,,,,
KPP158,Prunella vulgaris,Q158469,,,,
KPP124,Liriope muscari,Q141540,,,,
KPP114,Leonurus japonicus,Q1071905,,,,
KPP112,Dimocarpus longan,Q193449,,,,
KPP131,Orostachys japonica,Q15484095,,,,
KPP151,Bassia scoparia,Q829752,,,,
KPP146,Uncaria sinensis,Q10751885,,,,
KPP108,Veratrum nigrum,Q158898,,,,
KPP123,Hydnocarpus anthelminthicus,Q11144849,,,,
KPP135,Clematis chinensis,Q15613588,,,,
KPP161,Lygodium japonicum,Q3338251,,,,
KPP162,Acer pictum,Q15287991,,,,
KPP101,Lycium chinense,Q141303,,,,
KPP122,Arisaema amurense,Q4069209,,,,
KPP172,Rheum palmatum,Q1109580,,,,
KPP105,Cornus officinalis,Q728125,,,,
KPP119,Gynochthodes officinalis,Q50841714,,,,
KPP175,Hordeum vulgare,Q11577,,,,
KPP102,Rosa laevigata,Q1070309,,,,
KPP109,Prunus mume,Q157763,,,,
KPP118,Dipsacus inermis,Q10901048,,,,
KPP129,Perilla frutescens,Q1076038,,,,
KPP155,Melia azedarach,Q162171,,,,
KPP133,Arctium lappa,Q26932,,,,
KPP103,Lonicera japonica,Q161083,,,,
KPP110,Schisandra chinensis,Q900986,,,,
KPP120,Cucumis melo,Q81602,,,,
KPP121,Raphanus sativus,Q7224565,,,,
KPP139,Cistanche deserticola,Q5122273,,,,
KPP153,Sanguisorba officinalis,Q157347,,,,
KPP128,Perilla frutescens,Q1076038,,,,
KPP107,Cynomorium songaricum,Q15224518,,,,
KPP148,Citrus aurantium,Q147096,,,,
KPP150,Anemarrhena asphodeloides,Q4379,,,,
KPP106,Sparganium stoloniferum,Q17375248,,,,
KPP111,Brucea javanica,Q7691623,,,,
KPP137,Boswellia sacra,Q133964,,,,
KPP174,Malva verticillata,Q163199,,,,
KPP140,Panax ginseng,Q182881,,,,
KPP117,Rehmannia glutinosa,Q1071605,,,,
KPP115,Lonicera japonica,Q161083,,,,
KPP126,Paeonia lactiflora,Q163076,,,,
KPP143,Peucedanum praeruptorum,Q10898992,,,,
KPP179,Cullen corylifolium,Q15530962,,,,
KPP193,Gentiana scabra,Q926053,,,,
KPP125,Amomum kravanh,Q50827472,,,,
KPP134,Achyranthes bidentata,Q1151611,,,,
KPP165,Elsholtzia ciliata,Q1357371,,,,
KPP183,Asarum heterotropoides,Q11062929,,,,
KPP132,Dryobalanops aromatica,Q3040199,,,,
KPP136,Potentilla chinensis,Q6824523,,,,
KPP149,Lycium chinense,Q141303,,,,
KPP157,Alpinia hainanensis,Q10811788,,,,
KPP164,Cyperus rotundus,Q1391422,,,,
KPP177,Platycladus orientalis,Q33482,,,,
KPP144,Lepidium apetalum,Q12590790,,,,
KPP182,Morus alba,Q157307,,,,
KPP189,Gastrodia elata,Q650760,,,,
KPP190,Asparagus cochinchinensis,Q8207156,,,,
KPP198,Smilax china,Q163095,,,,
KPP147,Phyllostachys nigra,Q983798,,,,
KPP166,Scrophularia buergeriana,Q10903747,,,,
KPP195,Lycopus lucidus,Q2913472,,,,
KPP188,Cnidium officinale,Q27613460,,,,
KPP156,Artemisia annua,Q1308044,,,,
KPP192,Lanxangia tsaoko,Q4747507,,,,
KPP152,Citrus trifoliata,Q15390761,,,,
KPP191,Celosia argentea,Q161816,,,,
KPP154,Atractylodes lancea,Q5202812,,,,
KPP169,Reynoutria japonica,Q18421053,,,,
KPP187,Xanthium strumarium,Q857159,,,,
KPP159,Eclipta prostrata,Q857092,,,,
KPP163,Prunus armeniaca,Q37453,,,,
KPP167,Schizonepeta tenuifolia,Q5962888,,,,
KPP168,Trigonella foenum-graecum,Q133205,,,,
KPP185,Coix lacryma-jobi var. ma-yuen,Q24885820,,,,
KPP171,Prunus tomentosa,Q627393,,,,
KPP196,Alisma plantago-aquatica subsp. orientale,Q28806263,,,,
KPP176,Pinellia ternata,Q1258277,,,,
KPP180,Dioscorea polystachya,Q5279593,,,,
KPP181,Morus alba,Q157307,,,,
KPP186,Vigna angularis,Q380279,,,,
KPP200,Tetrapanax papyrifer,Q712166,,,,
KPP194,Gardenia jasminoides,Q1072101,,,,
KPP207,Corydalis turtschaninovii,Q11180396,,,,
KPP225,Nardostachys jatamansi,Q24853263,,,,
KPP201,Isatis tinctoria,Q212547,,,,
KPP222,Dioscorea tokoro,Q11046800,,,,
KPP257,Codonopsis pilosula,Q1076269,,,,
KPP203,Polygonum aviculare,Q242573,,,,
KPP294,Perilla frutescens,Q1076038,,,,
KPP224,Codonopsis lanceolata,Q1040125,,,,
KPP246,Erycibe obtusifolia,Q10864155,,,,
KPP220,Ampelopsis japonica,Q4111838,,,,
KPP202,Patrinia scabiosifolia,Q851698,,,,
KPP239,Lysimachia foenum-graecum,Q15228264,,,,
KPP263,Scutellaria barbata,Q4115797,,,,
KPP210,Lindera obtusiloba,Q909285,,,,
KPP217,Ephedra sinica,Q2602813,,,,
KPP205,Typha orientalis,Q3546132,,,,
KPP267,Atractylodes japonica,Q10893998,,,,
KPP206,Piper longum,Q685336,,,,
KPP230,Dryopteris crassirhizoma,Q2043064,,,,
KPP248,Aconitum carmichaelii,Q2561734,,,,
KPP208,Scutellaria baicalensis,Q803769,,,,
KPP272,Iris domestica,Q1190377,,,,
KPP288,Scurrula parasitica,Q14623244,,,,
KPP238,Actaea heracleifolia,Q573827,,,,
KPP250,Prunus persica,Q13189,,,,
KPP265,Tribulus terrestris,Q235889,,,,
KPP221,Lilium lancifolium,Q266317,,,,
KPP229,Tussilago farfara,Q26302,,,,
KPP243,Curcuma longa,Q42562,,,,
KPP213,Pogostemon cablin,Q257757,,,,
KPP282,Selaginella tamariscina,Q5872320,,,,
KPP212,Polygonatum sibiricum,Q12227443,,,,
KPP284,Momordica cochinchinensis,Q311079,,,,
KPP234,Pyrrosia lingua,Q3281617,,,,
KPP242,Lindera aggregata,Q3205609,,,,
KPP251,Eucommia ulmoides,Q131528,,,,
KPP266,Ipomoea nil,Q162117,,,,
KPP258,Vitex trifolia subsp. litoralis,,,,,
KPP262,Scaphium affine,Q15382787,,,,
KPP285,Dictamnus albus,Q157755,,,,
KPP259,Actinidia chinensis,Q163522,,,,
KPP218,Chaenomeles sinensis,Q15535512,,,,
KPP254,Aristolochia debilis,Q11289074,,,,
KPP255,Cannabis sativa,Q26726,,,,
KPP274,Torilis japonica,Q1468770,,,,
KPP219,Saussurea costus,Q1661525,,,,
KPP292,Inula japonica,Q11085405,,,,
KPP216,Aloe ferox,Q1194889,,,,
KPP223,Areca catechu,Q156969,,,,
KPP204,Taraxacum platycarpum,Q5709438,,,,
KPP215,Lysimachia christinae,Q15224739,,,,
KPP231,Cirsium japonicum,Q5708539,,,,
KPP227,Curcuma longa,Q42562,,,,
KPP241,Commiphora myrrha,Q164609,,,,
KPP286,Strychnos ignatii,Q1296183,,,,
KPP295,Pinus densiflora,Q1044186,,,,
KPP209,Astragalus propinquus,Q1131804,,,,
KPP236,Agrimonia pilosa,Q163096,,,,
KPP287,Ziziphus jujuba,Q11181633,,,,
KPP233,Eriobotrya japonica,Q41505,,,,
KPP240,Rehmannia glutinosa,Q1071605,,,,
KPP211,Phellodendron amurense,Q481711,,,,
KPP245,Zingiber officinale,Q35625,,,,
KPP298,Magnolia denudata,Q794061,,,,
KPP214,Cibotium barometz,Q2672719,,,,
KPP228,Alpinia officinarum,Q1281083,,,,
KPP235,Acorus gramineus,Q2544575,,,,
KPP237,Biancaea sappan,Q56088062,,,,
KPP226,Dalbergia odorifera,Q3012291,,,,
KPP260,Buddleja officinalis,Q4984693,,,,
KPP276,Senna obtusifolia,Q1378803,,,,
KPP232,Portulaca oleracea,Q158015,,,,
KPP300,Ligustrum lucidum,Q732933,,,,
KPP264,Vincetoxicum atratum,Q18084173,,,,
KPP293,Triticum aestivum,Q161098,,,,
KPP299,Houttuynia cordata,Q164091,,,,
KPP244,Gentiana macrophylla,Q1040115,,,,
KPP256,Strychnos nux-vomica,Q272945,,,,
KPP270,Curcuma zedoaria,Q206733,,,,
KPP247,Aglaomorpha fortunei,Q66448818,,,,
KPP253,Polygonatum odoratum,Q157430,,,,
KPP261,Mentha canadensis,Q2977225,,,,
KPP249,Areca catechu,Q156969,,,,
KPP269,Rubus coreanus,Q841330,,,,
KPP280,Lycium chinense,Q141303,,,,
KPP289,Morus alba,Q157307,,,,
KPP252,Eucommia ulmoides,Q131528,,,,
KPP268,Cynanchum wilfordii,Q6668428,,,,
KPP279,Trichosanthes kirilowii,Q847006,,,,
KPP296,Anethum graveolens,Q26686,,,,
KPP275,Zingiber officinale,Q35625,,,,
KPP273,Luffa aegyptiaca,Q2308434,,,,
KPP297,Bupleurum falcatum,Q1152744,,,,
KPP271,Spirodela polyrrhiza,Q154500,,,,
KPP277,Cinnamomum verum,Q370239,,,,
KPP278,Ligusticum tenuissimum,Q15231785,,,,
KPP281,Allium tuberosum,Q42285,,,,
KPP283,Gossypium arboreum,Q310124,,,,
KPP290,Dendrobium moniliforme,Q163663,,,,
KPP291,Curculigo orchioides,Q5194664,,,,
KPP322,Zanthoxylum schinifolium,Q15249901,,,,
KPP317,Cirsium japonicum var. maackii,Q51839284,,,,
KPP328,Ulmus macrocarpa,Q1037467,,,,
KPP314,Plantago asiatica,Q1193995,,,,
KPP327,Akebia quinata,Q1482093,,,,
KPP337,Eupatorium fortunei,Q15588162,,,,
KPP312,Triticum aestivum,Q161098,,,,
KPP318,Paeonia suffruticosa,Q163018,,,,
KPP302,Forsythia suspensa,Q1275024,,,,
KPP311,Perilla frutescens,Q1076038,,,,
KPP324,Rumex japonicus,Q5979965,,,,
KPP305,Tetradium ruticarpum,Q10919698,,,,
KPP307,Eleutherococcus senticosus,Q894245,,,,
KPP329,Lithospermum erythrorhizon,Q15592453,,,,
KPP336,Coptis japonica,Q11291736,,,,
KPP301,Forsythia suspensa,Q1275024,,,,
KPP320,Sinomenium acutum,Q3485032,,,,
KPP334,Illicium verum,Q2878644,,,,
KPP308,Saposhnikovia divaricata,Q5100860,,,,
KPP326,Rosa multiflora,Q133617,,,,
KPP313,Cinnamomum aromaticum,Q21156956,,,,
KPP306,Epimedium koreanum,Q850318,,,,
KPP330,Sambucus williamsii,Q3470725,,,,
KPP309,Wolfiporia cocos,Q3115198,,,,
KPP315,Glycyrrhiza uralensis,Q1196166,,,,
KPP304,Eleutherococcus sessiliflorus,Q4531172,,,,
KPP321,Adenophora triphylla var. japonica,Q11318815,,,,
KPP332,Citrus reticulata,Q125337,,,,
KPP303,Nelumbo nucifera,Q16528,,,,
KPP316,Angelica gigas,Q1038017,,,,
KPP325,Glechoma longituba,Q11147592,,,,
KPP333,Aconitum kusnezoffii,Q3281700,,,,
KPP310,Sophora tonkinensis,Q7563135,,,,
KPP319,Akebia quinata,Q1482093,,,,
KPP323,Rehmannia glutinosa,Q1071605,,,,
KPP331,Rubia argyi,Q10869718,,,,
KPP335,Glehnia littoralis,Q15548072,,,,
V113681GP-01,Senna sulfurea,Q11176499,leaves,photosynthetic,green_tissue,aboveground
V113698GP-01,Cordyline fruticosa,Q2717614,woody_stems,woody_vegetative,woody_tissue,aboveground
V113683GP-01,Senna sulfurea,Q11176499,roots,roots,root_tissue,belowground
V113699GP-01,Goniothalamus gabriacianus,Q10887497,leaves,photosynthetic,green_tissue,aboveground
V113729GP-01,Stereospermum neuranthum,Q11126673,roots,roots,root_tissue,belowground
V113734GP-01,Vitex peduncularis,Q15237109,woody_stems,woody_vegetative,woody_tissue,aboveground
V113697GP-01,Cordyline fruticosa,Q2717614,leaves,photosynthetic,green_tissue,aboveground
V113756GP-01,Eperua falcata,Q3055689,wood,woody_vegetative,woody_tissue,aboveground
V113703GP-01,Homonoia riparia,Q11129985,woody_stems,woody_vegetative,woody_tissue,aboveground
V113746GP-01,Flemingia macrophylla,Q10933917,leaves,photosynthetic,green_tissue,aboveground
V113702GP-01,Homonoia riparia,Q11129985,leaves,photosynthetic,green_tissue,aboveground
V113723GP-01,Balakata baccata,Q15385231,roots,roots,root_tissue,belowground
V113769GP-01,Isertia coccinea,Q15464082,roots,roots,root_tissue,belowground
V113713GP-01,Piper massiei,Q18036830,leaves,photosynthetic,green_tissue,aboveground
V113724GP-01,Solena amplexicaulis,Q13112254,leaves,photosynthetic,green_tissue,aboveground
V113692GP-01,Garcinia multiflora,Q10757703,woody_stems,woody_vegetative,woody_tissue,aboveground
V113726GP-01,Solena amplexicaulis,Q13112254,roots,roots,root_tissue,belowground
V113714GP-01,Piper massiei,Q18036830,green_stems,green_vegetative,green_tissue,aboveground
V113725GP-01,Solena amplexicaulis,Q13112254,woody_stems,woody_vegetative,woody_tissue,aboveground
V113701GP-01,Goniothalamus gabriacianus,Q10887497,roots,roots,root_tissue,belowground
V113733GP-01,Vitex peduncularis,Q15237109,leaves,photosynthetic,green_tissue,aboveground
V113700GP-01,Goniothalamus gabriacianus,Q10887497,woody_stems,woody_vegetative,woody_tissue,aboveground
V113686GP-01,Dalbergia dongnaiensis,Q15472606,bark,woody_vegetative,woody_tissue,aboveground
V113728GP-01,Stereospermum neuranthum,Q11126673,woody_stems,woody_vegetative,woody_tissue,aboveground
V113755GP-01,Eperua falcata,Q3055689,leaves,photosynthetic,green_tissue,aboveground
V113706GP-01,Hydrocharis dubia,Q1640221,woody_stems,woody_vegetative,woody_tissue,aboveground
V113766GP-01,Geissospermum laeve,Q15353359,green_stems,green_vegetative,green_tissue,aboveground
V113707GP-01,Hydrocharis dubia,Q1640221,roots,roots,root_tissue,belowground
V113685GP-01,Dalbergia dongnaiensis,Q15472606,flowers,reproductive,green_tissue,aboveground
V113761GP-01,Euterpe oleracea,Q33943,fruits,reproductive,green_tissue,aboveground
V113760GP-01,Euterpe oleracea,Q33943,roots,roots,root_tissue,belowground
V113736GP-01,Nephrolepis exaltata,Q136883,multiple,multiple,multiple,unkown
V113716GP-01,Ehretia lycioides,Q17415788,woody_stems,woody_vegetative,woody_tissue,aboveground
V113732GP-01,Streblus ilicifolius,Q10898597,roots,roots,root_tissue,belowground
V113717GP-01,Ehretia lycioides,Q17415788,roots,roots,root_tissue,belowground
V113709GP-01,Flemingia grahamiana,Q15240424,roots,roots,root_tissue,belowground
V113750GP-01,Bagassa guianensis,Q653223,wood,woody_vegetative,woody_tissue,aboveground
V113754GP-01,Eperua falcata,Q3055689,bark,woody_vegetative,woody_tissue,aboveground
V113747GP-01,Bagassa guianensis,Q653223,bark,woody_vegetative,woody_tissue,aboveground
V113748GP-01,Bagassa guianensis,Q653223,roots,roots,root_tissue,belowground
V113753GP-01,Dracontium polyphyllum,Q15312966,roots,roots,root_tissue,belowground
V113763GP-01,Geissospermum laeve,Q15353359,bark,woody_vegetative,woody_tissue,aboveground
V113694GP-01,Garcinia xanthochymus,Q3095353,leaves,photosynthetic,green_tissue,aboveground
V113738GP-01,Phoebe tavoyana,Q10878021,woody_stems,woody_vegetative,woody_tissue,aboveground
V113682GP-01,Senna sulfurea,Q11176499,woody_stems,woody_vegetative,woody_tissue,aboveground
V113715GP-01,Piper massiei,Q18036830,roots,roots,root_tissue,belowground
V113751GP-01,Bagassa guianensis,Q653223,roots,roots,root_tissue,belowground
V113684GP-01,Dalbergia dongnaiensis,Q15472606,leaves,photosynthetic,green_tissue,aboveground
V113765GP-01,Geissospermum laeve,Q15353359,wood,woody_vegetative,woody_tissue,aboveground
V113695GP-01,Garcinia xanthochymus,Q3095353,woody_stems,woody_vegetative,woody_tissue,aboveground
V113688GP-01,Dalbergia stipulacea,Q11076014,leaves,photosynthetic,green_tissue,aboveground
V113708GP-01,Flemingia grahamiana,Q15240424,woody_stems,woody_vegetative,woody_tissue,aboveground
V113757GP-01,Eperua falcata,Q3055689,green_stems,green_vegetative,green_tissue,aboveground
V113693GP-01,Garcinia multiflora,Q10757703,roots,roots,root_tissue,belowground
V113696GP-01,Garcinia xanthochymus,Q3095353,roots,roots,root_tissue,belowground
V113759GP-01,Euterpe oleracea,Q33943,wood,woody_vegetative,woody_tissue,aboveground
V113739GP-01,Phoebe tavoyana,Q10878021,roots,roots,root_tissue,belowground
V113767GP-01,Isertia coccinea,Q15464082,bark,woody_vegetative,woody_tissue,aboveground
V113722GP-01,Balakata baccata,Q15385231,woody_stems,woody_vegetative,woody_tissue,aboveground
V113730GP-01,Streblus ilicifolius,Q10898597,leaves,photosynthetic,green_tissue,aboveground
V113711GP-01,Urena repanda,Q11144116,bark,woody_vegetative,woody_tissue,aboveground
V113704GP-01,Homonoia riparia,Q11129985,roots,roots,root_tissue,belowground
V113712GP-01,Urena repanda,Q11144116,roots,roots,root_tissue,belowground
V113731GP-01,Streblus ilicifolius,Q10898597,woody_stems,woody_vegetative,woody_tissue,aboveground
V113705GP-01,Hydrocharis dubia,Q1640221,leaves,photosynthetic,green_tissue,aboveground
V113764GP-01,Geissospermum laeve,Q15353359,leaves,photosynthetic,green_tissue,aboveground
V113758GP-01,Euterpe oleracea,Q33943,leaves,photosynthetic,green_tissue,aboveground
V113762GP-01,Euterpe oleracea,Q33943,green_stems,green_vegetative,green_tissue,aboveground
V113737GP-01,Phoebe tavoyana,Q10878021,leaves,photosynthetic,green_tissue,aboveground
V113768GP-01,Isertia coccinea,Q15464082,leaves,photosynthetic,green_tissue,aboveground
V113691GP-01,Garcinia multiflora,Q10757703,leaves,photosynthetic,green_tissue,aboveground
V113710GP-01,Urena repanda,Q11144116,leaves,photosynthetic,green_tissue,aboveground
V113749GP-01,Bagassa guianensis,Q653223,leaves,photosynthetic,green_tissue,aboveground
V113689GP-01,Dalbergia stipulacea,Q11076014,bark,woody_vegetative,woody_tissue,aboveground
V113690GP-01,Dalbergia stipulacea,Q11076014,roots,roots,root_tissue,belowground
V113735GP-01,Vitex peduncularis,Q15237109,roots,roots,root_tissue,belowground
V113727GP-01,Stereospermum neuranthum,Q11126673,leaves,photosynthetic,green_tissue,aboveground
V113721GP-01,Balakata baccata,Q15385231,leaves,photosynthetic,green_tissue,aboveground
V113687GP-01,Dalbergia dongnaiensis,Q15472606,roots,roots,root_tissue,belowground
V113752GP-01,Dracontium polyphyllum,Q15312966,leaves,photosynthetic,green_tissue,aboveground
V114619GP-01,Indigofera atriceps,Q15432141,multiple,multiple,multiple,aboveground
V114575GP-01,Ziziphus rugosa,Q3206372,leaves,photosynthetic,green_tissue,aboveground
V113636GP-01,Hodgsonia macrocarpa,Q15247769,green_stems,green_vegetative,green_tissue,aboveground
V113604GP-01,Musa sp.,,fruits,reproductive,green_tissue,aboveground
V113670GP-01,Antidesma acidum,Q13472050,woody_stems,woody_vegetative,woody_tissue,aboveground
V114562GP-01,Pinus merkusii,Q209326,roots,roots,root_tissue,belowground
V113610GP-01,Eucalyptus camaldulensis,Q162822,leaves,photosynthetic,green_tissue,aboveground
V114608GP-01,Uncaria guianensis,Q7882472,green_stems,green_vegetative,green_tissue,aboveground
V111260GP-01,Casearia pitumba,Q15389271,seeds,reproductive,green_tissue,aboveground
V113637GP-01,Hodgsonia macrocarpa,Q15247769,roots,roots,root_tissue,belowground
V114585GP-01,Bismarckia nobilis,Q664462,leaves,photosynthetic,green_tissue,aboveground
V113665GP-01,Eriophyllum confertiflorum,Q5389476,leaves,photosynthetic,green_tissue,aboveground
V114597GP-01,Amomum verum,Q81735097,fruits,reproductive,green_tissue,aboveground
V113620GP-01,Fagus sylvatica,Q146149,buds,green_vegetative,green_tissue,aboveground
V114577GP-01,Ziziphus rugosa,Q3206372,roots,roots,root_tissue,belowground
V114600GP-01,Ribes nigrum,Q146604,fruits,reproductive,green_tissue,aboveground
V113671GP-01,Antidesma acidum,Q13472050,roots,roots,root_tissue,belowground
V113673GP-01,Ardisia ionantha,Q15323544,woody_stems,woody_vegetative,woody_tissue,aboveground
V113616GP-01,Corymbia citriodora,Q2549523,leaves,photosynthetic,green_tissue,aboveground
V113669GP-01,Antidesma acidum,Q13472050,leaves,photosynthetic,green_tissue,aboveground
V113664GP-01,Podanthus ovatifolius,Q15594201,leaves,photosynthetic,green_tissue,aboveground
V114605GP-01,Thymus vulgaris,Q148668,multiple,multiple,multiple,aboveground
V113676GP-01,Baccaurea ramiflora,Q2993711,woody_stems,woody_vegetative,woody_tissue,aboveground
V114578GP-01,Paeonia lactiflora,Q163076,flowers,reproductive,green_tissue,aboveground
V114574GP-01,Sphagneticola calendulacea,Q15602531,roots,roots,root_tissue,belowground
V113640GP-01,Hopea ferrea,Q1328439,leaves,photosynthetic,green_tissue,aboveground
V114563GP-01,Rothmannia attopevensis,Q15440306,leaves,photosynthetic,green_tissue,aboveground
V113674GP-01,Ardisia ionantha,Q15323544,roots,roots,root_tissue,belowground
V114615GP-01,Huperzia serrata,Q1044073,leaves,photosynthetic,green_tissue,aboveground
V113632GP-01,Fernandoa acutangula,Q15493632,leaves,photosynthetic,green_tissue,aboveground
V113645GP-01,Quassia africana,Q15546201,green_stems,green_vegetative,green_tissue,aboveground
V114594GP-01,Cinchona calisaya,Q15399753,bark,woody_vegetative,woody_tissue,aboveground
V114588GP-01,Garcinia pauciflora,Q15390933,bark,woody_vegetative,woody_tissue,aboveground
V114590GP-01,Garcinia chapelieri,Q15390033,leaves,photosynthetic,green_tissue,aboveground
V113621GP-01,Moringa oleifera,Q234193,seeds,reproductive,green_tissue,aboveground
V114567GP-01,Sterculia lanceolata,Q10888701,woody_stems,woody_vegetative,woody_tissue,aboveground
V114579GP-01,Simmondsia chinensis,Q267749,seeds,reproductive,green_tissue,aboveground
V114603GP-01,Artemisia dracunculus,Q155814,multiple,multiple,multiple,aboveground
V114564GP-01,Rothmannia attopevensis,Q15440306,woody_stems,woody_vegetative,woody_tissue,aboveground
V113625GP-01,Moringa drouhardii,Q3324101,seeds,reproductive,green_tissue,aboveground
V114572GP-01,Sphagneticola calendulacea,Q15602531,leaves,photosynthetic,green_tissue,aboveground
V114604GP-01,Atropa belladonna,Q156091,multiple,multiple,multiple,aboveground
V113623GP-01,Artocarpus heterophyllus,Q45757,leaves,photosynthetic,green_tissue,aboveground
V114573GP-01,Sphagneticola calendulacea,Q15602531,woody_stems,woody_vegetative,woody_tissue,aboveground
